,target,format,size,image_file,mask_file,URL
COVID-2072,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2072.png,../data/COVID/masks/COVID-2072.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2073,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2073.png,../data/COVID/masks/COVID-2073.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2074,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2074.png,../data/COVID/masks/COVID-2074.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2075,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2075.png,../data/COVID/masks/COVID-2075.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2076,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2076.png,../data/COVID/masks/COVID-2076.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2077,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2077.png,../data/COVID/masks/COVID-2077.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2078,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2078.png,../data/COVID/masks/COVID-2078.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2079,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2079.png,../data/COVID/masks/COVID-2079.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-208,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-208.png,../data/COVID/masks/COVID-208.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2080,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2080.png,../data/COVID/masks/COVID-2080.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2081,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2081.png,../data/COVID/masks/COVID-2081.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2082,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2082.png,../data/COVID/masks/COVID-2082.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2083,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2083.png,../data/COVID/masks/COVID-2083.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2084,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2084.png,../data/COVID/masks/COVID-2084.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2085,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2085.png,../data/COVID/masks/COVID-2085.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2086,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2086.png,../data/COVID/masks/COVID-2086.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2087,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2087.png,../data/COVID/masks/COVID-2087.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2088,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2088.png,../data/COVID/masks/COVID-2088.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2089,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2089.png,../data/COVID/masks/COVID-2089.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-209,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-209.png,../data/COVID/masks/COVID-209.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2090,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2090.png,../data/COVID/masks/COVID-2090.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2091,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2091.png,../data/COVID/masks/COVID-2091.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2092,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2092.png,../data/COVID/masks/COVID-2092.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2093,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2093.png,../data/COVID/masks/COVID-2093.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2094,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2094.png,../data/COVID/masks/COVID-2094.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2095,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2095.png,../data/COVID/masks/COVID-2095.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2096,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2096.png,../data/COVID/masks/COVID-2096.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2097,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2097.png,../data/COVID/masks/COVID-2097.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2098,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2098.png,../data/COVID/masks/COVID-2098.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2099,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2099.png,../data/COVID/masks/COVID-2099.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-21,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-21.png,../data/COVID/masks/COVID-21.png,https://sirm.org/category/senza-categoria/covid-19/
COVID-210,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-210.png,../data/COVID/masks/COVID-210.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2100,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2100.png,../data/COVID/masks/COVID-2100.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2101,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2101.png,../data/COVID/masks/COVID-2101.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2102,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2102.png,../data/COVID/masks/COVID-2102.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2103,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2103.png,../data/COVID/masks/COVID-2103.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2104,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2104.png,../data/COVID/masks/COVID-2104.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2105,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2105.png,../data/COVID/masks/COVID-2105.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2106,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2106.png,../data/COVID/masks/COVID-2106.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2107,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2107.png,../data/COVID/masks/COVID-2107.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2108,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2108.png,../data/COVID/masks/COVID-2108.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2109,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2109.png,../data/COVID/masks/COVID-2109.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-211,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-211.png,../data/COVID/masks/COVID-211.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2110,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2110.png,../data/COVID/masks/COVID-2110.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2111,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2111.png,../data/COVID/masks/COVID-2111.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2112,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2112.png,../data/COVID/masks/COVID-2112.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2113,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2113.png,../data/COVID/masks/COVID-2113.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2114,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2114.png,../data/COVID/masks/COVID-2114.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2115,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2115.png,../data/COVID/masks/COVID-2115.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2116,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2116.png,../data/COVID/masks/COVID-2116.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2117,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2117.png,../data/COVID/masks/COVID-2117.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2118,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2118.png,../data/COVID/masks/COVID-2118.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2119,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2119.png,../data/COVID/masks/COVID-2119.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-212,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-212.png,../data/COVID/masks/COVID-212.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2120,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2120.png,../data/COVID/masks/COVID-2120.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2121,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2121.png,../data/COVID/masks/COVID-2121.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2122,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2122.png,../data/COVID/masks/COVID-2122.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2123,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2123.png,../data/COVID/masks/COVID-2123.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2124,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2124.png,../data/COVID/masks/COVID-2124.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2125,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2125.png,../data/COVID/masks/COVID-2125.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2126,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2126.png,../data/COVID/masks/COVID-2126.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2127,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2127.png,../data/COVID/masks/COVID-2127.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2128,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2128.png,../data/COVID/masks/COVID-2128.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2129,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2129.png,../data/COVID/masks/COVID-2129.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-213,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-213.png,../data/COVID/masks/COVID-213.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2130,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2130.png,../data/COVID/masks/COVID-2130.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2131,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2131.png,../data/COVID/masks/COVID-2131.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2132,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2132.png,../data/COVID/masks/COVID-2132.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2133,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2133.png,../data/COVID/masks/COVID-2133.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2134,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2134.png,../data/COVID/masks/COVID-2134.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2135,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2135.png,../data/COVID/masks/COVID-2135.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2136,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2136.png,../data/COVID/masks/COVID-2136.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2137,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2137.png,../data/COVID/masks/COVID-2137.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2138,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2138.png,../data/COVID/masks/COVID-2138.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2139,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2139.png,../data/COVID/masks/COVID-2139.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-214,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-214.png,../data/COVID/masks/COVID-214.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2140,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2140.png,../data/COVID/masks/COVID-2140.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2141,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2141.png,../data/COVID/masks/COVID-2141.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2142,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2142.png,../data/COVID/masks/COVID-2142.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2143,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2143.png,../data/COVID/masks/COVID-2143.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2144,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2144.png,../data/COVID/masks/COVID-2144.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2145,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2145.png,../data/COVID/masks/COVID-2145.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2146,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2146.png,../data/COVID/masks/COVID-2146.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2147,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2147.png,../data/COVID/masks/COVID-2147.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2148,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2148.png,../data/COVID/masks/COVID-2148.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2149,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2149.png,../data/COVID/masks/COVID-2149.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-215,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-215.png,../data/COVID/masks/COVID-215.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2150,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2150.png,../data/COVID/masks/COVID-2150.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2151,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2151.png,../data/COVID/masks/COVID-2151.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2152,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2152.png,../data/COVID/masks/COVID-2152.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2153,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2153.png,../data/COVID/masks/COVID-2153.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2154,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2154.png,../data/COVID/masks/COVID-2154.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2155,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2155.png,../data/COVID/masks/COVID-2155.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2156,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2156.png,../data/COVID/masks/COVID-2156.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2157,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2157.png,../data/COVID/masks/COVID-2157.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2158,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2158.png,../data/COVID/masks/COVID-2158.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2159,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2159.png,../data/COVID/masks/COVID-2159.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-216,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-216.png,../data/COVID/masks/COVID-216.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2160,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2160.png,../data/COVID/masks/COVID-2160.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2161,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2161.png,../data/COVID/masks/COVID-2161.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2162,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2162.png,../data/COVID/masks/COVID-2162.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2163,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2163.png,../data/COVID/masks/COVID-2163.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2164,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2164.png,../data/COVID/masks/COVID-2164.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2165,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2165.png,../data/COVID/masks/COVID-2165.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2166,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2166.png,../data/COVID/masks/COVID-2166.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2167,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2167.png,../data/COVID/masks/COVID-2167.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2168,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2168.png,../data/COVID/masks/COVID-2168.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2169,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2169.png,../data/COVID/masks/COVID-2169.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-217,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-217.png,../data/COVID/masks/COVID-217.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2170,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2170.png,../data/COVID/masks/COVID-2170.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2171,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2171.png,../data/COVID/masks/COVID-2171.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2172,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2172.png,../data/COVID/masks/COVID-2172.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2173,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2173.png,../data/COVID/masks/COVID-2173.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2174,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2174.png,../data/COVID/masks/COVID-2174.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2175,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2175.png,../data/COVID/masks/COVID-2175.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2176,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2176.png,../data/COVID/masks/COVID-2176.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2177,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2177.png,../data/COVID/masks/COVID-2177.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2178,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2178.png,../data/COVID/masks/COVID-2178.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2179,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2179.png,../data/COVID/masks/COVID-2179.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-218,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-218.png,../data/COVID/masks/COVID-218.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2180,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2180.png,../data/COVID/masks/COVID-2180.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2181,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2181.png,../data/COVID/masks/COVID-2181.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2182,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2182.png,../data/COVID/masks/COVID-2182.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2183,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2183.png,../data/COVID/masks/COVID-2183.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2184,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2184.png,../data/COVID/masks/COVID-2184.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2185,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2185.png,../data/COVID/masks/COVID-2185.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2186,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2186.png,../data/COVID/masks/COVID-2186.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2187,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2187.png,../data/COVID/masks/COVID-2187.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2188,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2188.png,../data/COVID/masks/COVID-2188.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2189,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2189.png,../data/COVID/masks/COVID-2189.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-219,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-219.png,../data/COVID/masks/COVID-219.png,https://github.com/ml-workgroup/covid-19-image-repository/tree/master/png
COVID-2190,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2190.png,../data/COVID/masks/COVID-2190.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2191,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2191.png,../data/COVID/masks/COVID-2191.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2192,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2192.png,../data/COVID/masks/COVID-2192.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
COVID-2193,COVID,PNG,"(299, 299)",../data/COVID/images/COVID-2193.png,../data/COVID/masks/COVID-2193.png,https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/#1590858128006-9e640421-6711
