old_index,image_path,mask_path,target,type,true,pred,covid_prob
203,../data/COVID/images\COVID-1181.png,../data/COVID/masks\COVID-1181.png,COVID,COVID,1,1,1.0
1731,../data/COVID/images\COVID-2557.png,../data/COVID/masks\COVID-2557.png,COVID,COVID,1,1,1.0
1627,../data/COVID/images\COVID-2463.png,../data/COVID/masks\COVID-2463.png,COVID,COVID,1,1,1.0
15755,../data/Normal/images\Normal-634.png,../data/Normal/masks\Normal-634.png,Normal,Normal,0,0,0.0
3436,../data/COVID/images\COVID-837.png,../data/COVID/masks\COVID-837.png,COVID,COVID,1,1,1.0
4738,../data/Lung_Opacity/images\Lung_Opacity-2008.png,../data/Lung_Opacity/masks\Lung_Opacity-2008.png,Lung_Opacity,Lung_Opacity,0,0,0.01
314,../data/COVID/images\COVID-1281.png,../data/COVID/masks\COVID-1281.png,COVID,COVID,1,1,1.0
2385,../data/COVID/images\COVID-3145.png,../data/COVID/masks\COVID-3145.png,COVID,COVID,1,1,1.0
2114,../data/COVID/images\COVID-2901.png,../data/COVID/masks\COVID-2901.png,COVID,COVID,1,1,0.95
5325,../data/Lung_Opacity/images\Lung_Opacity-2537.png,../data/Lung_Opacity/masks\Lung_Opacity-2537.png,Lung_Opacity,Lung_Opacity,0,0,0.01
7033,../data/Lung_Opacity/images\Lung_Opacity-4074.png,../data/Lung_Opacity/masks\Lung_Opacity-4074.png,Lung_Opacity,Lung_Opacity,0,0,0.0
3056,../data/COVID/images\COVID-495.png,../data/COVID/masks\COVID-495.png,COVID,COVID,1,1,1.0
1221,../data/COVID/images\COVID-2098.png,../data/COVID/masks\COVID-2098.png,COVID,COVID,1,1,1.0
9314,../data/Lung_Opacity/images\Lung_Opacity-716.png,../data/Lung_Opacity/masks\Lung_Opacity-716.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1062,../data/COVID/images\COVID-1955.png,../data/COVID/masks\COVID-1955.png,COVID,COVID,1,0,0.03
903,../data/COVID/images\COVID-1811.png,../data/COVID/masks\COVID-1811.png,COVID,COVID,1,1,0.98
1950,../data/COVID/images\COVID-2754.png,../data/COVID/masks\COVID-2754.png,COVID,COVID,1,1,1.0
3427,../data/COVID/images\COVID-829.png,../data/COVID/masks\COVID-829.png,COVID,COVID,1,1,1.0
3509,../data/COVID/images\COVID-902.png,../data/COVID/masks\COVID-902.png,COVID,COVID,1,1,0.84
3428,../data/COVID/images\COVID-83.png,../data/COVID/masks\COVID-83.png,COVID,COVID,1,1,1.0
2332,../data/COVID/images\COVID-3098.png,../data/COVID/masks\COVID-3098.png,COVID,COVID,1,1,1.0
17696,../data/Normal/images\Normal-8087.png,../data/Normal/masks\Normal-8087.png,Normal,Normal,0,0,0.0
5624,../data/Lung_Opacity/images\Lung_Opacity-2806.png,../data/Lung_Opacity/masks\Lung_Opacity-2806.png,Lung_Opacity,Lung_Opacity,0,0,0.0
6408,../data/Lung_Opacity/images\Lung_Opacity-3511.png,../data/Lung_Opacity/masks\Lung_Opacity-3511.png,Lung_Opacity,Lung_Opacity,0,0,0.0
19706,../data/Normal/images\Normal-9897.png,../data/Normal/masks\Normal-9897.png,Normal,Normal,0,0,0.31
1397,../data/COVID/images\COVID-2256.png,../data/COVID/masks\COVID-2256.png,COVID,COVID,1,1,1.0
6067,../data/Lung_Opacity/images\Lung_Opacity-3204.png,../data/Lung_Opacity/masks\Lung_Opacity-3204.png,Lung_Opacity,Lung_Opacity,0,0,0.38
2928,../data/COVID/images\COVID-38.png,../data/COVID/masks\COVID-38.png,COVID,COVID,1,1,0.56
3061,../data/COVID/images\COVID-5.png,../data/COVID/masks\COVID-5.png,COVID,COVID,1,1,1.0
2609,../data/COVID/images\COVID-3347.png,../data/COVID/masks\COVID-3347.png,COVID,COVID,1,1,0.99
2518,../data/COVID/images\COVID-3265.png,../data/COVID/masks\COVID-3265.png,COVID,COVID,1,1,1.0
9619,../data/Lung_Opacity/images\Lung_Opacity-991.png,../data/Lung_Opacity/masks\Lung_Opacity-991.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1849,../data/COVID/images\COVID-2663.png,../data/COVID/masks\COVID-2663.png,COVID,COVID,1,1,1.0
1076,../data/COVID/images\COVID-1968.png,../data/COVID/masks\COVID-1968.png,COVID,COVID,1,1,1.0
1338,../data/COVID/images\COVID-2202.png,../data/COVID/masks\COVID-2202.png,COVID,COVID,1,1,1.0
19253,../data/Normal/images\Normal-9489.png,../data/Normal/masks\Normal-9489.png,Normal,Normal,0,0,0.04
2617,../data/COVID/images\COVID-3354.png,../data/COVID/masks\COVID-3354.png,COVID,COVID,1,1,1.0
3577,../data/COVID/images\COVID-964.png,../data/COVID/masks\COVID-964.png,COVID,COVID,1,1,0.85
5027,../data/Lung_Opacity/images\Lung_Opacity-2269.png,../data/Lung_Opacity/masks\Lung_Opacity-2269.png,Lung_Opacity,Lung_Opacity,0,0,0.0
2422,../data/COVID/images\COVID-3179.png,../data/COVID/masks\COVID-3179.png,COVID,COVID,1,1,1.0
4398,../data/Lung_Opacity/images\Lung_Opacity-1702.png,../data/Lung_Opacity/masks\Lung_Opacity-1702.png,Lung_Opacity,Lung_Opacity,0,0,0.02
123,../data/COVID/images\COVID-1109.png,../data/COVID/masks\COVID-1109.png,COVID,COVID,1,1,1.0
2564,../data/COVID/images\COVID-3306.png,../data/COVID/masks\COVID-3306.png,COVID,COVID,1,1,0.99
9791,../data/Normal/images\Normal-10144.png,../data/Normal/masks\Normal-10144.png,Normal,Normal,0,0,0.01
5952,../data/Lung_Opacity/images\Lung_Opacity-3100.png,../data/Lung_Opacity/masks\Lung_Opacity-3100.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1753,../data/COVID/images\COVID-2577.png,../data/COVID/masks\COVID-2577.png,COVID,COVID,1,1,0.99
1867,../data/COVID/images\COVID-268.png,../data/COVID/masks\COVID-268.png,COVID,COVID,1,1,1.0
2744,../data/COVID/images\COVID-3469.png,../data/COVID/masks\COVID-3469.png,COVID,COVID,1,1,0.8
2295,../data/COVID/images\COVID-3064.png,../data/COVID/masks\COVID-3064.png,COVID,COVID,1,1,0.63
2449,../data/COVID/images\COVID-3202.png,../data/COVID/masks\COVID-3202.png,COVID,COVID,1,1,1.0
18999,../data/Normal/images\Normal-926.png,../data/Normal/masks\Normal-926.png,Normal,Normal,0,0,0.0
676,../data/COVID/images\COVID-1607.png,../data/COVID/masks\COVID-1607.png,COVID,COVID,1,1,1.0
7845,../data/Lung_Opacity/images\Lung_Opacity-4805.png,../data/Lung_Opacity/masks\Lung_Opacity-4805.png,Lung_Opacity,Lung_Opacity,0,0,0.0
2934,../data/COVID/images\COVID-385.png,../data/COVID/masks\COVID-385.png,COVID,COVID,1,1,1.0
19121,../data/Normal/images\Normal-937.png,../data/Normal/masks\Normal-937.png,Normal,Normal,0,0,0.0
9818,../data/Normal/images\Normal-10169.png,../data/Normal/masks\Normal-10169.png,Normal,Normal,0,0,0.05
4419,../data/Lung_Opacity/images\Lung_Opacity-1721.png,../data/Lung_Opacity/masks\Lung_Opacity-1721.png,Lung_Opacity,Lung_Opacity,0,1,1.0
641,../data/COVID/images\COVID-1576.png,../data/COVID/masks\COVID-1576.png,COVID,COVID,1,1,1.0
3364,../data/COVID/images\COVID-772.png,../data/COVID/masks\COVID-772.png,COVID,COVID,1,1,0.97
11995,../data/Normal/images\Normal-2956.png,../data/Normal/masks\Normal-2956.png,Normal,Normal,0,0,0.27
2594,../data/COVID/images\COVID-3333.png,../data/COVID/masks\COVID-3333.png,COVID,COVID,1,1,1.0
14252,../data/Normal/images\Normal-4988.png,../data/Normal/masks\Normal-4988.png,Normal,Normal,0,0,0.23
11703,../data/Normal/images\Normal-2693.png,../data/Normal/masks\Normal-2693.png,Normal,Normal,0,1,0.99
2925,../data/COVID/images\COVID-377.png,../data/COVID/masks\COVID-377.png,COVID,COVID,1,1,1.0
20308,../data/Viral Pneumonia/images\Viral Pneumonia-227.png,../data/Viral Pneumonia/masks\Viral Pneumonia-227.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
9287,../data/Lung_Opacity/images\Lung_Opacity-692.png,../data/Lung_Opacity/masks\Lung_Opacity-692.png,Lung_Opacity,Lung_Opacity,0,0,0.0
5923,../data/Lung_Opacity/images\Lung_Opacity-3075.png,../data/Lung_Opacity/masks\Lung_Opacity-3075.png,Lung_Opacity,Lung_Opacity,0,0,0.05
6568,../data/Lung_Opacity/images\Lung_Opacity-3656.png,../data/Lung_Opacity/masks\Lung_Opacity-3656.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1173,../data/COVID/images\COVID-2054.png,../data/COVID/masks\COVID-2054.png,COVID,COVID,1,1,0.94
471,../data/COVID/images\COVID-1422.png,../data/COVID/masks\COVID-1422.png,COVID,COVID,1,1,0.99
2828,../data/COVID/images\COVID-3544.png,../data/COVID/masks\COVID-3544.png,COVID,COVID,1,0,0.18
12668,../data/Normal/images\Normal-3561.png,../data/Normal/masks\Normal-3561.png,Normal,Normal,0,0,0.0
16601,../data/Normal/images\Normal-7100.png,../data/Normal/masks\Normal-7100.png,Normal,Normal,0,0,0.0
13981,../data/Normal/images\Normal-4743.png,../data/Normal/masks\Normal-4743.png,Normal,Normal,0,0,0.0
2460,../data/COVID/images\COVID-3212.png,../data/COVID/masks\COVID-3212.png,COVID,COVID,1,0,0.3
10011,../data/Normal/images\Normal-117.png,../data/Normal/masks\Normal-117.png,Normal,Normal,0,0,0.0
6984,../data/Lung_Opacity/images\Lung_Opacity-403.png,../data/Lung_Opacity/masks\Lung_Opacity-403.png,Lung_Opacity,Lung_Opacity,0,0,0.0
9221,../data/Lung_Opacity/images\Lung_Opacity-632.png,../data/Lung_Opacity/masks\Lung_Opacity-632.png,Lung_Opacity,Lung_Opacity,0,0,0.0
15721,../data/Normal/images\Normal-6309.png,../data/Normal/masks\Normal-6309.png,Normal,Normal,0,0,0.01
12193,../data/Normal/images\Normal-3133.png,../data/Normal/masks\Normal-3133.png,Normal,Normal,0,0,0.02
20620,../data/Viral Pneumonia/images\Viral Pneumonia-508.png,../data/Viral Pneumonia/masks\Viral Pneumonia-508.png,Viral Pneumonia,Viral Pneumonia,0,0,0.03
12024,../data/Normal/images\Normal-2982.png,../data/Normal/masks\Normal-2982.png,Normal,Normal,0,0,0.0
803,../data/COVID/images\COVID-1721.png,../data/COVID/masks\COVID-1721.png,COVID,COVID,1,1,1.0
13693,../data/Normal/images\Normal-4484.png,../data/Normal/masks\Normal-4484.png,Normal,Normal,0,1,0.99
19292,../data/Normal/images\Normal-9523.png,../data/Normal/masks\Normal-9523.png,Normal,Normal,0,1,0.93
1371,../data/COVID/images\COVID-2232.png,../data/COVID/masks\COVID-2232.png,COVID,COVID,1,1,1.0
2872,../data/COVID/images\COVID-3584.png,../data/COVID/masks\COVID-3584.png,COVID,COVID,1,1,0.99
1271,../data/COVID/images\COVID-2142.png,../data/COVID/masks\COVID-2142.png,COVID,COVID,1,1,1.0
542,../data/COVID/images\COVID-1487.png,../data/COVID/masks\COVID-1487.png,COVID,COVID,1,1,1.0
11169,../data/Normal/images\Normal-2211.png,../data/Normal/masks\Normal-2211.png,Normal,Normal,0,0,0.0
4747,../data/Lung_Opacity/images\Lung_Opacity-2016.png,../data/Lung_Opacity/masks\Lung_Opacity-2016.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1218,../data/COVID/images\COVID-2095.png,../data/COVID/masks\COVID-2095.png,COVID,COVID,1,1,0.96
407,../data/COVID/images\COVID-1365.png,../data/COVID/masks\COVID-1365.png,COVID,COVID,1,1,0.44
15382,../data/Normal/images\Normal-6003.png,../data/Normal/masks\Normal-6003.png,Normal,Normal,0,0,0.0
3071,../data/COVID/images\COVID-508.png,../data/COVID/masks\COVID-508.png,COVID,COVID,1,1,0.63
3829,../data/Lung_Opacity/images\Lung_Opacity-1190.png,../data/Lung_Opacity/masks\Lung_Opacity-1190.png,Lung_Opacity,Lung_Opacity,0,0,0.01
247,../data/COVID/images\COVID-1220.png,../data/COVID/masks\COVID-1220.png,COVID,COVID,1,1,1.0
1587,../data/COVID/images\COVID-2427.png,../data/COVID/masks\COVID-2427.png,COVID,COVID,1,1,0.67
2287,../data/COVID/images\COVID-3057.png,../data/COVID/masks\COVID-3057.png,COVID,COVID,1,1,0.8
7943,../data/Lung_Opacity/images\Lung_Opacity-4894.png,../data/Lung_Opacity/masks\Lung_Opacity-4894.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1934,../data/COVID/images\COVID-274.png,../data/COVID/masks\COVID-274.png,COVID,COVID,1,1,1.0
576,../data/COVID/images\COVID-1517.png,../data/COVID/masks\COVID-1517.png,COVID,COVID,1,1,0.99
2148,../data/COVID/images\COVID-2932.png,../data/COVID/masks\COVID-2932.png,COVID,COVID,1,1,0.99
394,../data/COVID/images\COVID-1353.png,../data/COVID/masks\COVID-1353.png,COVID,COVID,1,1,1.0
14440,../data/Normal/images\Normal-5156.png,../data/Normal/masks\Normal-5156.png,Normal,Normal,0,1,0.64
1629,../data/COVID/images\COVID-2465.png,../data/COVID/masks\COVID-2465.png,COVID,COVID,1,1,0.92
2431,../data/COVID/images\COVID-3187.png,../data/COVID/masks\COVID-3187.png,COVID,COVID,1,1,1.0
15579,../data/Normal/images\Normal-6181.png,../data/Normal/masks\Normal-6181.png,Normal,Normal,0,0,0.0
764,../data/COVID/images\COVID-1687.png,../data/COVID/masks\COVID-1687.png,COVID,COVID,1,0,0.05
20711,../data/Viral Pneumonia/images\Viral Pneumonia-590.png,../data/Viral Pneumonia/masks\Viral Pneumonia-590.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
3293,../data/COVID/images\COVID-708.png,../data/COVID/masks\COVID-708.png,COVID,COVID,1,1,1.0
3031,../data/COVID/images\COVID-472.png,../data/COVID/masks\COVID-472.png,COVID,COVID,1,1,0.42
2700,../data/COVID/images\COVID-3429.png,../data/COVID/masks\COVID-3429.png,COVID,COVID,1,1,1.0
4283,../data/Lung_Opacity/images\Lung_Opacity-16.png,../data/Lung_Opacity/masks\Lung_Opacity-16.png,Lung_Opacity,Lung_Opacity,0,0,0.0
17159,../data/Normal/images\Normal-7603.png,../data/Normal/masks\Normal-7603.png,Normal,Normal,0,1,0.42
9175,../data/Lung_Opacity/images\Lung_Opacity-6001.png,../data/Lung_Opacity/masks\Lung_Opacity-6001.png,Lung_Opacity,Lung_Opacity,0,0,0.23
2616,../data/COVID/images\COVID-3353.png,../data/COVID/masks\COVID-3353.png,COVID,COVID,1,1,0.99
3153,../data/COVID/images\COVID-582.png,../data/COVID/masks\COVID-582.png,COVID,COVID,1,1,0.99
19648,../data/Normal/images\Normal-9844.png,../data/Normal/masks\Normal-9844.png,Normal,Normal,0,1,0.38
1035,../data/COVID/images\COVID-1930.png,../data/COVID/masks\COVID-1930.png,COVID,COVID,1,1,1.0
12000,../data/Normal/images\Normal-2960.png,../data/Normal/masks\Normal-2960.png,Normal,Normal,0,0,0.0
13215,../data/Normal/images\Normal-4053.png,../data/Normal/masks\Normal-4053.png,Normal,Normal,0,0,0.29
1795,../data/COVID/images\COVID-2614.png,../data/COVID/masks\COVID-2614.png,COVID,COVID,1,1,1.0
988,../data/COVID/images\COVID-1889.png,../data/COVID/masks\COVID-1889.png,COVID,COVID,1,0,0.0
7365,../data/Lung_Opacity/images\Lung_Opacity-4373.png,../data/Lung_Opacity/masks\Lung_Opacity-4373.png,Lung_Opacity,Lung_Opacity,0,0,0.0
345,../data/COVID/images\COVID-1309.png,../data/COVID/masks\COVID-1309.png,COVID,COVID,1,1,1.0
2951,../data/COVID/images\COVID-40.png,../data/COVID/masks\COVID-40.png,COVID,COVID,1,1,0.91
3528,../data/COVID/images\COVID-92.png,../data/COVID/masks\COVID-92.png,COVID,COVID,1,1,1.0
9546,../data/Lung_Opacity/images\Lung_Opacity-925.png,../data/Lung_Opacity/masks\Lung_Opacity-925.png,Lung_Opacity,Lung_Opacity,0,1,0.39
4850,../data/Lung_Opacity/images\Lung_Opacity-2109.png,../data/Lung_Opacity/masks\Lung_Opacity-2109.png,Lung_Opacity,Lung_Opacity,0,0,0.01
1719,../data/COVID/images\COVID-2546.png,../data/COVID/masks\COVID-2546.png,COVID,COVID,1,1,1.0
14151,../data/Normal/images\Normal-4897.png,../data/Normal/masks\Normal-4897.png,Normal,Normal,0,0,0.0
13268,../data/Normal/images\Normal-4100.png,../data/Normal/masks\Normal-4100.png,Normal,Normal,0,0,0.0
9116,../data/Lung_Opacity/images\Lung_Opacity-595.png,../data/Lung_Opacity/masks\Lung_Opacity-595.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1226,../data/COVID/images\COVID-2101.png,../data/COVID/masks\COVID-2101.png,COVID,COVID,1,1,0.99
1017,../data/COVID/images\COVID-1914.png,../data/COVID/masks\COVID-1914.png,COVID,COVID,1,1,1.0
3243,../data/COVID/images\COVID-663.png,../data/COVID/masks\COVID-663.png,COVID,COVID,1,1,0.67
325,../data/COVID/images\COVID-1291.png,../data/COVID/masks\COVID-1291.png,COVID,COVID,1,1,1.0
4355,../data/Lung_Opacity/images\Lung_Opacity-1664.png,../data/Lung_Opacity/masks\Lung_Opacity-1664.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1759,../data/COVID/images\COVID-2582.png,../data/COVID/masks\COVID-2582.png,COVID,COVID,1,1,1.0
10746,../data/Normal/images\Normal-1831.png,../data/Normal/masks\Normal-1831.png,Normal,Normal,0,0,0.0
2040,../data/COVID/images\COVID-2835.png,../data/COVID/masks\COVID-2835.png,COVID,COVID,1,1,1.0
1104,../data/COVID/images\COVID-1993.png,../data/COVID/masks\COVID-1993.png,COVID,COVID,1,1,1.0
2199,../data/COVID/images\COVID-2979.png,../data/COVID/masks\COVID-2979.png,COVID,COVID,1,1,1.0
11487,../data/Normal/images\Normal-2499.png,../data/Normal/masks\Normal-2499.png,Normal,Normal,0,0,0.0
3359,../data/COVID/images\COVID-768.png,../data/COVID/masks\COVID-768.png,COVID,COVID,1,1,0.91
1823,../data/COVID/images\COVID-264.png,../data/COVID/masks\COVID-264.png,COVID,COVID,1,1,1.0
3068,../data/COVID/images\COVID-505.png,../data/COVID/masks\COVID-505.png,COVID,COVID,1,1,1.0
187,../data/COVID/images\COVID-1167.png,../data/COVID/masks\COVID-1167.png,COVID,COVID,1,1,0.99
2625,../data/COVID/images\COVID-3361.png,../data/COVID/masks\COVID-3361.png,COVID,COVID,1,0,0.36
3322,../data/COVID/images\COVID-734.png,../data/COVID/masks\COVID-734.png,COVID,COVID,1,1,0.99
3440,../data/COVID/images\COVID-840.png,../data/COVID/masks\COVID-840.png,COVID,COVID,1,1,1.0
600,../data/COVID/images\COVID-1539.png,../data/COVID/masks\COVID-1539.png,COVID,COVID,1,1,1.0
4328,../data/Lung_Opacity/images\Lung_Opacity-164.png,../data/Lung_Opacity/masks\Lung_Opacity-164.png,Lung_Opacity,Lung_Opacity,0,0,0.0
5075,../data/Lung_Opacity/images\Lung_Opacity-2311.png,../data/Lung_Opacity/masks\Lung_Opacity-2311.png,Lung_Opacity,Lung_Opacity,0,0,0.02
2446,../data/COVID/images\COVID-320.png,../data/COVID/masks\COVID-320.png,COVID,COVID,1,1,1.0
2003,../data/COVID/images\COVID-2801.png,../data/COVID/masks\COVID-2801.png,COVID,COVID,1,1,0.98
8494,../data/Lung_Opacity/images\Lung_Opacity-539.png,../data/Lung_Opacity/masks\Lung_Opacity-539.png,Lung_Opacity,Lung_Opacity,0,0,0.01
2938,../data/COVID/images\COVID-389.png,../data/COVID/masks\COVID-389.png,COVID,COVID,1,1,1.0
5369,../data/Lung_Opacity/images\Lung_Opacity-2577.png,../data/Lung_Opacity/masks\Lung_Opacity-2577.png,Lung_Opacity,Lung_Opacity,0,0,0.07
2300,../data/COVID/images\COVID-3069.png,../data/COVID/masks\COVID-3069.png,COVID,COVID,1,1,0.97
1042,../data/COVID/images\COVID-1937.png,../data/COVID/masks\COVID-1937.png,COVID,COVID,1,1,1.0
1404,../data/COVID/images\COVID-2262.png,../data/COVID/masks\COVID-2262.png,COVID,COVID,1,1,1.0
1793,../data/COVID/images\COVID-2612.png,../data/COVID/masks\COVID-2612.png,COVID,COVID,1,1,1.0
6782,../data/Lung_Opacity/images\Lung_Opacity-3849.png,../data/Lung_Opacity/masks\Lung_Opacity-3849.png,Lung_Opacity,Lung_Opacity,0,0,0.0
3102,../data/COVID/images\COVID-536.png,../data/COVID/masks\COVID-536.png,COVID,COVID,1,1,1.0
13373,../data/Normal/images\Normal-4196.png,../data/Normal/masks\Normal-4196.png,Normal,Normal,0,0,0.01
1509,../data/COVID/images\COVID-2357.png,../data/COVID/masks\COVID-2357.png,COVID,COVID,1,1,1.0
4871,../data/Lung_Opacity/images\Lung_Opacity-2128.png,../data/Lung_Opacity/masks\Lung_Opacity-2128.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1098,../data/COVID/images\COVID-1988.png,../data/COVID/masks\COVID-1988.png,COVID,COVID,1,1,0.94
9595,../data/Lung_Opacity/images\Lung_Opacity-97.png,../data/Lung_Opacity/masks\Lung_Opacity-97.png,Lung_Opacity,Lung_Opacity,0,0,0.0
2186,../data/COVID/images\COVID-2967.png,../data/COVID/masks\COVID-2967.png,COVID,COVID,1,1,1.0
67,../data/COVID/images\COVID-1059.png,../data/COVID/masks\COVID-1059.png,COVID,COVID,1,1,1.0
3531,../data/COVID/images\COVID-922.png,../data/COVID/masks\COVID-922.png,COVID,COVID,1,1,1.0
5535,../data/Lung_Opacity/images\Lung_Opacity-2726.png,../data/Lung_Opacity/masks\Lung_Opacity-2726.png,Lung_Opacity,Lung_Opacity,0,0,0.0
800,../data/COVID/images\COVID-1719.png,../data/COVID/masks\COVID-1719.png,COVID,COVID,1,1,1.0
8351,../data/Lung_Opacity/images\Lung_Opacity-5260.png,../data/Lung_Opacity/masks\Lung_Opacity-5260.png,Lung_Opacity,Lung_Opacity,0,0,0.0
3578,../data/COVID/images\COVID-965.png,../data/COVID/masks\COVID-965.png,COVID,COVID,1,1,1.0
11852,../data/Normal/images\Normal-2827.png,../data/Normal/masks\Normal-2827.png,Normal,Normal,0,1,0.82
2612,../data/COVID/images\COVID-335.png,../data/COVID/masks\COVID-335.png,COVID,COVID,1,0,0.21
644,../data/COVID/images\COVID-1579.png,../data/COVID/masks\COVID-1579.png,COVID,COVID,1,1,0.99
5267,../data/Lung_Opacity/images\Lung_Opacity-2485.png,../data/Lung_Opacity/masks\Lung_Opacity-2485.png,Lung_Opacity,Lung_Opacity,0,0,0.0
17751,../data/Normal/images\Normal-8136.png,../data/Normal/masks\Normal-8136.png,Normal,Normal,0,0,0.01
1071,../data/COVID/images\COVID-1963.png,../data/COVID/masks\COVID-1963.png,COVID,COVID,1,1,1.0
2212,../data/COVID/images\COVID-2990.png,../data/COVID/masks\COVID-2990.png,COVID,COVID,1,1,0.94
19666,../data/Normal/images\Normal-9860.png,../data/Normal/masks\Normal-9860.png,Normal,Normal,0,0,0.01
2704,../data/COVID/images\COVID-3432.png,../data/COVID/masks\COVID-3432.png,COVID,COVID,1,1,1.0
5580,../data/Lung_Opacity/images\Lung_Opacity-2767.png,../data/Lung_Opacity/masks\Lung_Opacity-2767.png,Lung_Opacity,Lung_Opacity,0,0,0.0
8183,../data/Lung_Opacity/images\Lung_Opacity-5109.png,../data/Lung_Opacity/masks\Lung_Opacity-5109.png,Lung_Opacity,Lung_Opacity,0,0,0.0
11885,../data/Normal/images\Normal-2857.png,../data/Normal/masks\Normal-2857.png,Normal,Normal,0,0,0.0
6353,../data/Lung_Opacity/images\Lung_Opacity-3462.png,../data/Lung_Opacity/masks\Lung_Opacity-3462.png,Lung_Opacity,Lung_Opacity,0,0,0.0
2240,../data/COVID/images\COVID-3014.png,../data/COVID/masks\COVID-3014.png,COVID,COVID,1,1,0.87
7879,../data/Lung_Opacity/images\Lung_Opacity-4836.png,../data/Lung_Opacity/masks\Lung_Opacity-4836.png,Lung_Opacity,Lung_Opacity,0,0,0.0
3214,../data/COVID/images\COVID-637.png,../data/COVID/masks\COVID-637.png,COVID,COVID,1,1,0.89
8966,../data/Lung_Opacity/images\Lung_Opacity-5814.png,../data/Lung_Opacity/masks\Lung_Opacity-5814.png,Lung_Opacity,Lung_Opacity,0,0,0.01
1869,../data/COVID/images\COVID-2681.png,../data/COVID/masks\COVID-2681.png,COVID,COVID,1,1,1.0
590,../data/COVID/images\COVID-153.png,../data/COVID/masks\COVID-153.png,COVID,COVID,1,1,1.0
6704,../data/Lung_Opacity/images\Lung_Opacity-3779.png,../data/Lung_Opacity/masks\Lung_Opacity-3779.png,Lung_Opacity,Lung_Opacity,0,0,0.06
21135,../data/Viral Pneumonia/images\Viral Pneumonia-972.png,../data/Viral Pneumonia/masks\Viral Pneumonia-972.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
3193,../data/COVID/images\COVID-618.png,../data/COVID/masks\COVID-618.png,COVID,COVID,1,1,1.0
2760,../data/COVID/images\COVID-3483.png,../data/COVID/masks\COVID-3483.png,COVID,COVID,1,1,1.0
1383,../data/COVID/images\COVID-2243.png,../data/COVID/masks\COVID-2243.png,COVID,COVID,1,1,0.97
1503,../data/COVID/images\COVID-2351.png,../data/COVID/masks\COVID-2351.png,COVID,COVID,1,1,0.97
11075,../data/Normal/images\Normal-2127.png,../data/Normal/masks\Normal-2127.png,Normal,Normal,0,0,0.0
7009,../data/Lung_Opacity/images\Lung_Opacity-4052.png,../data/Lung_Opacity/masks\Lung_Opacity-4052.png,Lung_Opacity,Lung_Opacity,0,0,0.0
154,../data/COVID/images\COVID-1137.png,../data/COVID/masks\COVID-1137.png,COVID,COVID,1,1,1.0
10895,../data/Normal/images\Normal-1966.png,../data/Normal/masks\Normal-1966.png,Normal,Normal,0,0,0.04
1752,../data/COVID/images\COVID-2576.png,../data/COVID/masks\COVID-2576.png,COVID,COVID,1,1,1.0
20659,../data/Viral Pneumonia/images\Viral Pneumonia-543.png,../data/Viral Pneumonia/masks\Viral Pneumonia-543.png,Viral Pneumonia,Viral Pneumonia,0,0,0.02
17243,../data/Normal/images\Normal-768.png,../data/Normal/masks\Normal-768.png,Normal,Normal,0,0,0.0
869,../data/COVID/images\COVID-1781.png,../data/COVID/masks\COVID-1781.png,COVID,COVID,1,1,0.99
11890,../data/Normal/images\Normal-2861.png,../data/Normal/masks\Normal-2861.png,Normal,Normal,0,0,0.02
4453,../data/Lung_Opacity/images\Lung_Opacity-1752.png,../data/Lung_Opacity/masks\Lung_Opacity-1752.png,Lung_Opacity,Lung_Opacity,0,0,0.0
717,../data/COVID/images\COVID-1644.png,../data/COVID/masks\COVID-1644.png,COVID,COVID,1,1,1.0
5226,../data/Lung_Opacity/images\Lung_Opacity-2448.png,../data/Lung_Opacity/masks\Lung_Opacity-2448.png,Lung_Opacity,Lung_Opacity,0,0,0.3
9602,../data/Lung_Opacity/images\Lung_Opacity-976.png,../data/Lung_Opacity/masks\Lung_Opacity-976.png,Lung_Opacity,Lung_Opacity,0,0,0.0
2611,../data/COVID/images\COVID-3349.png,../data/COVID/masks\COVID-3349.png,COVID,COVID,1,1,1.0
3542,../data/COVID/images\COVID-932.png,../data/COVID/masks\COVID-932.png,COVID,COVID,1,1,1.0
5304,../data/Lung_Opacity/images\Lung_Opacity-2518.png,../data/Lung_Opacity/masks\Lung_Opacity-2518.png,Lung_Opacity,Lung_Opacity,0,0,0.0
6,../data/COVID/images\COVID-1003.png,../data/COVID/masks\COVID-1003.png,COVID,COVID,1,1,0.94
1875,../data/COVID/images\COVID-2687.png,../data/COVID/masks\COVID-2687.png,COVID,COVID,1,1,1.0
895,../data/COVID/images\COVID-1804.png,../data/COVID/masks\COVID-1804.png,COVID,COVID,1,1,1.0
